created_at,username,full_text,sentimen
Wed Sep 07 09:20:44 +0000 2022,tietieutie,@jeniushelp sy request kartu baru sudah terpotong saldo 50rb tp kartu gagal dikirim. Apakah bisa minta kartu baru di konter2 Jenius di mall?,netral
Mon Jul 11 01:08:50 +0000 2022,nanaironodaisy,Ini kenapa ya? @jeniushelp Baru re-install ulang appnya setelah hampir setahun nggak bisa-bisa login selalu gagal di bagian pembuatan pin https://t.co/k11P1qQakx,netral
Fri Jul 08 16:03:09 +0000 2022,nursaidr_,Halo @jeniushelp kenapa ini tabungan dream savernya gak bisa dibalikin ke saldo utama? https://t.co/gLXSIzeESB,netral
Fri Jul 01 02:40:54 +0000 2022,dtsinaga,Tolong lah @jeniushelp @JeniusConnect aplikasinya dibenerin dikit. Kmren malam login ga bisa sekarang udah bisa login eh malah muter2 ga bisa diapa2in. Yg apanya kerja QA klen? https://t.co/hMFrbpvSZu,netral
Thu Jul 21 20:36:16 +0000 2022,IbethOctav,Halo @jeniushelp saya sudah 2x coba aktivasi dengan video call tapi kenapa sampai sekarang akun saya belum aktif ya?! CS kalian sudah minta foto ktp nama ibu kandung selfie dengan ktp. Semua sudah saya lakukan tapi sampe sekarang hasilnya nihil! Gimana ya ini? https://t.co/5qPKub5F6i,netral
Fri Jun 10 17:51:23 +0000 2022,rezafvl,@jeniushelp cek dm min,netral
Fri Jul 15 07:12:43 +0000 2022,vernonkemang,a bit of sharing: i will never ever recommend @jeniushelp as your go-to traveling companion hilang sejuta karena gesek kartu di sephora sg dan DECLINED tapi status di kartu outgoing . bikin pelaporan dan krn sudah &gt;7 hari dari transaksi uang ku melayang https://t.co/iPU5q8CJLB,negatif
Thu Jul 14 06:42:11 +0000 2022,lonolm_,@username217_ @JeniusConnect @jeniushelp gapake lama langsung bikin. mau bayar pake paypal tapi gapunya kartu credit? pake jenius aja! jenius yes! narkoba no! https://t.co/e6GxeKnnoi,positif
Fri Aug 05 03:27:00 +0000 2022,Jahenanas,@JeniusConnect @jeniushelp Udah dua kali dua device masih suka begini. Lama-lama tarik tabungan juga nih pindah ke yang lain. https://t.co/BnCCktfJYT,negatif
Sun Jun 26 11:35:26 +0000 2022,kahaive,laporan onlen uang ketelen di mesin atm bisa ga min @jeniushelp,netral
Sat Jul 09 10:45:31 +0000 2022,AryaDwipangga03,Hei @jeniushelp @jeniusconnect akses web nya jenius kapan sih mo dibuka lagi?,netral
Thu Jul 14 18:02:04 +0000 2022,Elfrida_MeiYant,Hai min aku ada kirim dm tolong di cek dan dan dibantu ya @jeniushelp,netral
Tue Jul 12 04:33:28 +0000 2022,tisaramadhanty,Ka ini udah 1x24jam tetep gini gimana yah? @jeniushelp https://t.co/auJFaap3Mm,netral
Tue Aug 02 12:44:35 +0000 2022,ssc1enty_xx,Jenius parah banget dari tanggal 28 Juli gak bisa transaksi sama sekali chat diaplikasi juga gak membantu banget. @jeniushelp min bantu dong ini gua bener bener gak bisa ngapa ngapain seengaknya kasih solusi harus ngapain kek bukan cuman nunggu nunggu doang.,negatif
Mon Aug 01 05:06:57 +0000 2022,shunsukemicchi,hai kak cek dm pleaseee @jeniushelp,netral
Mon Jul 25 03:28:45 +0000 2022,dons_fut,Hallo @jeniushelp cara unlink device dari HP lama bgmana ya?,netral
Sun Jul 24 13:49:52 +0000 2022,ifasama,@jeniushelp kapan akses web dibuka kembali? atau apa ada alternatif pengiriman otp selain lewat SMS? Misalnya lewat WA/email? Nomor hp saya yg terdaftar di jenius ga aktif lg hanya ada WA. Saya blm bs ganti no hp krn tdk di Indo. Skrg gabisa buka app habis reinstall. Trims,netral
Sat Aug 06 11:12:30 +0000 2022,grizealynn,halo @jeniushelp min mau cetak bukti transfer ngga bisa. ini gimana ya?,netral
Thu Jun 23 13:15:17 +0000 2022,indraLPU,Halo @jeniushelp saya mau tutup rekening,netral
Sun Jul 17 02:21:46 +0000 2022,galuhr30,Owalah pantesan ga bisa login terus. Ini jadi gagal wae dapet deal diamond murah di game karena ga bisa cek saldo Jeniusnya â€ï¸,netral
Fri Jul 22 08:58:39 +0000 2022,IbethOctav,@jeniushelp Posisi saya di luar negeri gabisa telpon 1500365,netral
Tue May 31 04:17:52 +0000 2022,novlihalsi,@jeniushelp kenapa saya gak bisa login ya min? https://t.co/tJyBcmUJLh,netral
Mon Jun 06 05:21:00 +0000 2022,sweetbubblybbyj,@jeniushelp halo mau tanya saya mau video call kenapa gagal terus ya? Sudah coba di laptop juga selalu seperti ini baik di chrome ataupun safari. Akses kameranya tidak ada masalah saya coba untuk website lain bisa. tp kenapa untuk jenius selalu tidak bisa? https://t.co/B56nLU0BZ0,netral
Tue May 31 06:03:35 +0000 2022,funnyleech,@testnameonly @nofiekurniawan @xxxcornering @javaneseinfidel @takerytaker @jeniushelp dah ganti jago ajaaa real time nih di atas ada notif dana lgsg masuk https://t.co/HP0ISy0JcU,netral
Mon May 30 09:11:06 +0000 2022,bluechestnut_,@jeniushelp saya ga bisa login daritadi kaya gini terus harus gmn min. Sudah update dan koneksi ok. https://t.co/2XbX3VFyEi,negatif
Sat Jun 04 02:18:50 +0000 2022,howtodresvvell,pantes kaga bisa login gw. ganti nama brand aja min jadi tolol,negatif
Fri May 06 05:43:54 +0000 2022,aghea_,@jeniushelp @JeniusConnect Gadibales2 malah disuruh leave krn no respon. Gjls bener https://t.co/CVvDHxIBmI,negatif
Wed Jun 08 14:10:46 +0000 2022,luakena,@jeniushelp kok aplikasinya crash mulu sih?,negatif
Thu Jun 09 09:52:32 +0000 2022,sibillyyy,Hii @jeniushelp kalau. Mau cetak kartu ulang karena hilang gimana ya? Saya sudah ke offline fan infonya harus online karena pada saat daftar buatnya online.,netral
Wed Jun 08 08:55:37 +0000 2022,vnfzn,Hi @jeniushelp apakah bisa menggunakan kartu debit visa paywave buat membayar bus dan mrt di Singapura?,netral
Thu Jun 09 00:03:09 +0000 2022,Oraririkho,@jeniushelp Oke Min. Terima kasih banyak.,netral
Tue May 31 04:09:55 +0000 2022,haimemine,Kecewa banget nih sama jenius @jeniushelp @JeniusConnect pindah bank ajalah dari pada ribet,negatif
Thu May 26 09:45:45 +0000 2022,JohanRio,@jeniushelp Oh gak bisa 2 device ya kak? Iya saya mau pakai di device baru yang iphone sebelumnya android,netral
Mon May 30 01:52:00 +0000 2022,randyvrnd,@mayaretha @jeniushelp Jago ada fitur pocket pocketnya jd kita bisa alokasi dana di masing masing pocket gratis transfer antar bank 25x tarik tunai 5x di atm mana aja perbulan bisa connect ke gopay bibit,netral
Wed Jun 08 23:58:18 +0000 2022,Oraririkho,@jeniushelp Bisa dibantu Min cabanh BTPN atau Service Point terdekat dari daerah Senayan? Terima kasih.,netral
Thu May 26 09:39:47 +0000 2022,JohanRio,@jeniushelp Halo saya coba masuk ke aplikasi tetapi selalu terlogout selalu dibilang sesi sudah berakhir bagaimana ini?,netral
Wed Jun 08 23:56:08 +0000 2022,Oraririkho,@jeniushelp halo Min saya ingin menutup rekening apa yg harus saya lakukan dan apa saja yg harus saya persiapkan? Terima kasih.,netral
Tue May 31 04:31:45 +0000 2022,novlihalsi,@jeniushelp iya bener min,netral
Tue May 31 04:28:28 +0000 2022,haimemine,@jeniushelp @JeniusConnect Kesel ganti bank ajalah,negatif
Tue May 31 04:21:54 +0000 2022,haimemine,@jeniushelp @JeniusConnect Liat min saya ngomong apa knp template lah blsnya kesel,negatif
Mon Jun 06 05:26:53 +0000 2022,sweetbubblybbyj,@jeniushelp Apakah ada cara lain untuk unlink device selain video call?,netral
Tue Mar 29 14:26:42 +0000 2022,4rdn4n,Baiklah mari kita pindah dari @JeniusConnect @jeniushelp ke bank yg menguntungkan https://t.co/EfMxIp9in3,negatif
Sat Mar 19 12:40:08 +0000 2022,wa2nlinux,Dari tadi gini terus @jeniushelp https://t.co/wm4gMfMV72,netral
Mon Apr 04 02:41:50 +0000 2022,iratheresia_,@jeniushelp minmau payment spotify dr kmrn saldo ke refund trs knp yaa udh coba pake 2 card ttp gbs. thank u https://t.co/uQw3g9Y6oV,netral
Sat Apr 02 14:16:09 +0000 2022,Sungienaya,Halooo ini kenapa gk bisa login ya?@jeniushelp https://t.co/kD8wFbOd7E,netral
Mon Apr 04 04:56:23 +0000 2022,sarahsitii,Halo @jeniushelp ini kenapa ya? Transaksinya sedang diproses terus https://t.co/sQSv0ntT0W,netral
Wed Mar 23 04:32:58 +0000 2022,hilalabud,@JeniusConnect @jeniushelp Halo Jenius voucher gopay saya kapan dikirim yakkk? baru masuk yang 200 ribu nih tempo hari https://t.co/nw6h4s6QT1,netral
Mon Apr 04 03:11:43 +0000 2022,_____siskaaa,@jeniushelp halo bisa dibantu min ko aku gabisa log in ya? Aku udah coba beberapa kali log in tapi tetep gabisa https://t.co/xc0lRV0OO8,netral
Mon Apr 04 04:48:46 +0000 2022,ayuwu26,Hallo @jeniushelp kenapa transaksi gagal terus ya? Apa lagi ada gangguan? https://t.co/waQZL49Kkx,netral
Sat Apr 02 12:18:32 +0000 2022,kangkaka01,@JeniusConnect @jeniushelp met mlm saya melakukan subscription ini d Google Play saldo udah ketarik tapi aplikasi belom berubah Pro. Malah disuruh ulang teansaksinya. https://t.co/LZSVWMsMC4,netral
Sun Apr 03 07:25:25 +0000 2022,FabCherrry,@jeniushelp mau login ke bisniskit tapi gini mulu dri tadi. Pls help Jenius. https://t.co/JOvLDFwNSK,netral
Mon Mar 28 02:46:06 +0000 2022,gglteros,@jeniushelp baru ganti hp tiap mau login selalu gini... Why min? https://t.co/Yv6I4RLpiY,netral
Mon Apr 04 04:47:29 +0000 2022,AlpineIjo,Mau bayar tagihan cc kok ke refund trus? Trus udah coba ulang ke tahan di tahap proses @jeniushelp Udah gtu live chat di apps juga no response https://t.co/IHQosDskgB,netral
Sun Feb 27 08:56:56 +0000 2022,kelernastar,Pake @JeniusConnect @jeniushelp mau pindah hp susah banget. Gila. Berenti gw pake Jenius kalo gini caranya. https://t.co/DmWPPZjCnJ,negatif
Wed Mar 16 01:27:35 +0000 2022,irfanhrdian,@jeniushelp @JeniusConnect ini kenapa gak bisa login terus ya min? https://t.co/WJeTDLuumT,netral
Mon Apr 04 05:56:40 +0000 2022,tapeuyaki,mau sampi kapn gangguan siang2??? @jeniushelp saya mau transfer bookingan ga bisa ini -_- buat apa feesible mahal tp gangguan mulu https://t.co/Z3f90fVl8S,negatif
Sat Apr 02 17:39:06 +0000 2022,febisucilahajji,Ada gak sih yg pernah narik d atm. Saldo kepotong tapi gak ada uang keluar. 2x berurutan @jeniushelp @JeniusConnect JENIUS LAGI GANGGUAN IHHH https://t.co/zToBbYjReY,netral
Mon Mar 28 07:12:51 +0000 2022,annisabayyina_,Nungguin uang transaksi dari bulan lalu cair dari @jeniushelp menurut info terakhir paling lambat cair 28 Maret 2022 sekarang tgl 28 kemudian ada info lagi masuk via sms di perpanjang 20 hari sejak 2 Maret 2022. Jadi kapan cair uang gue?,netral
Mon Apr 04 05:27:28 +0000 2022,_____siskaaa,@jeniushelp Oke ka untuk unlink devicenya udah selesai. Aku mau tnya lagi kalo akun jenius aku gabisa di link ke akun paypal knp ya min? Notifnya di tolak oleh bank penerbit,netral
Wed Mar 30 05:31:38 +0000 2022,rozelinne,@jeniushelp Baik terima kasih ya,netral
Tue Mar 29 13:31:53 +0000 2022,esseberryoppa,tolong ganti aja nama akun nya @jeniushelp tidak membantu sama sekali. jauh ketinggalan dari apk lain,negatif
Fri Feb 18 10:50:17 +0000 2022,Ghivarra,Halo @jeniushelp ini lagi ada gangguan ya? Saya gak bisa ubah limit kartu debit tampilannya muter2 mulu dari td https://t.co/UXIrW4Mq6c,netral
Sat Feb 19 17:20:48 +0000 2022,Ghivarra,@jeniushelp Halo @jeniushelp kok gak dibales? Tolong dong ini penting bgt udah berhari-hari masih gak bisa rubah limit debit card https://t.co/vNMSeAgFzQ,netral
Thu Feb 10 13:51:07 +0000 2022,Stakof,Tadi malam saya menerima x-card @jeniushelp. Kurirnya Ninja Xpress. Saya buka x-card itu trus ada telfon ngakunya dari kurir Ninja Xpress: Kantor kami meminta foto KTP untuk bukti pengiriman Pak. Kemudian di-WA seperti ini dan ngasih contoh. Gila apa minta foto KTP~ https://t.co/6FkTZgX8UC,negatif
Sat Feb 05 16:50:43 +0000 2022,amaliapus,@jeniushelp @JeniusConnect hai saya dari tadi ga bisa buka card center ini. Udah dicoba berkali-kali tetap ga bisa. Kenapa ya? https://t.co/Bnd70ck8mW,netral
Wed Feb 02 04:57:16 +0000 2022,fadlilarohim,dih gagal yaudah pake bibit @jeniushelp https://t.co/3TLpT6BTPl,negatif
Sun Feb 20 08:01:46 +0000 2022,FebriTriHarmoko,Halo kak @jeniushelp bisa bantu saya login ke akun saya? Saya lupa unlink sebelum reset HP dan sekarang jadi gak bisa masuk nih https://t.co/YPXddPAIhF,netral
Tue Feb 08 04:54:10 +0000 2022,moncyl,nelfon call center jenius udah 10 menit tapi 7 menitnya suruh nunggu dengerin lagu. ya otomatis pulsa gue abis... chat dari aplikasi gak di bales bales. aingkudu naonâ€ @JeniusConnect @jeniushelp https://t.co/lqwJd0JPFX,negatif
Thu Feb 10 03:26:50 +0000 2022,qamadhieta,@jeniushelp Halo mau tanya soal Flexi Cash di sini dibilang untuk pencairan kan minimal tenor 12 bulan. Saya mau cairkan 5 jt tapi tenor pilihannya cuma 3 bulan. Jadi gimana caranya untuk tenor 12 bulan? https://t.co/wCDHDUAYAx,netral
Wed Feb 02 15:05:46 +0000 2022,dalkyuma,GABISA LOGIN JENIUS help:' https://t.co/0fz8Bp2vfK,negatif
Fri Feb 25 13:39:29 +0000 2022,MidnightShoWWW,Cek dm min @jeniushelp @JeniusConnect,netral
Thu Feb 10 03:08:05 +0000 2022,AndiMattuju,@jeniushelp Sampai kapan dicoba Min? https://t.co/1JckQKFn9q,netral
Thu Feb 03 01:46:44 +0000 2022,OniDewono,@jeniushelp Selamat pagi saya memcoba untuk login ke akun saya melalui HP saya pagi ini selalu gagal dengan pesan error seperti ini. Bisa dibantu? https://t.co/zwBzqVk9WW,netral
Sun Jan 30 11:05:18 +0000 2022,raraaansptr,@jeniushelp min kok saya gabisa ambil tunai di atm min?,netral
Sun Jan 30 11:11:49 +0000 2022,raraaansptr,@jeniushelp Udh 3 mesin atm nolak min keterangannya penarikan tidak dapat diproses silahkan hubungi bank bersangkutan,netral
Mon Feb 21 17:19:27 +0000 2022,haloOCTA,@jeniushelp min cek dm,netral
Tue Feb 15 04:43:26 +0000 2022,iqbalbasagili,@jeniushelp min swift code yg resmi dr jenius brp ya ?,netral
Thu Feb 17 05:20:13 +0000 2022,cobaatebaksiapa,Min untuk tabungan dream server tanggal penarikan otomatisnya gk bisa diatur ya? @jeniushelp,netral
Fri Feb 11 12:48:01 +0000 2022,saxenengmu,@JeniusConnect @jeniushelp mau loggin kok gini terus yaah https://t.co/ikHJhgOJru,netral
Tue Feb 15 01:54:43 +0000 2022,luthfiyu,@jeniushelp harus lewat telepon?,netral
Mon Feb 14 04:09:00 +0000 2022,budiwijaya,@jeniushelp Halo akun saya udah hampir 2 tahun tidak dipake gmn cara nutupnya ya?,netral
Mon Jan 17 02:49:43 +0000 2022,tantrikarina,cashless is fun until pembayaran lu kepotong 2 kali dan sellernya bilang yg masuk ke dia cuma satu : ( @jeniushelp https://t.co/pqGph6ul3g,negatif
Sat Jan 29 13:28:19 +0000 2022,chivttaphon,Ada yang bisa bantu jawab ga kokotuals yang jenius jenius help me. https://t.co/8BMRNH0tKF,netral
Thu Jan 20 09:53:31 +0000 2022,nayanaynay_,Jenius lo knp dr siang ngk bsa loggiin @JeniusConnect @jeniushelp https://t.co/M6ADa19Kxz,negatif
Fri Jan 21 10:58:15 +0000 2022,dionduren,@jeniushelp saya ga suka ya kalo kesalahan ada di sistem bukan di user tetep kena denda begini. Saya cuma transaksi 1x kena tagih 3x itupun transaksi yang tertagih ternyata ga masuk ke sistemnya. Gimana nih Jenius? Lama2 saya pindahin aja duit saya https://t.co/hTRFAlUW8f,negatif
Fri Jan 21 11:03:58 +0000 2022,dionduren,@jeniushelp Tapi itu di foto ada bukti bahwa transaksi sudah dilakukan dan kesalahan ada pada sistem. Ini bukti lainnya waktu transaksi padahal berdekatan. Kenapa tetap ditagih? Kan bukan salah saya. Enak banget sistem kalian ngambil duit saya begitu aja https://t.co/6dmmBOYT1t,negatif
Thu Jan 27 05:33:13 +0000 2022,fadlilarohim,kok gaada min @jeniushelp https://t.co/28ygMUWOfV,netral
Thu Jan 27 05:37:44 +0000 2022,fadlilarohim,@jeniushelp wkwkwk malah reply penipu https://t.co/eBZdxl8Y0X,netral
Tue Jan 25 05:48:30 +0000 2022,iam_chive,Kea gimanasih ngebasmin akun bodong yg sok ngaku jd akun ofc gini?! Untung aja ga lengah gueee @JeniusConnect @jeniushelp https://t.co/jv2Jfcgt9N,negatif
Thu Jan 20 00:20:11 +0000 2022,eskrimtemboks,tolong dong @jeniushelp ini kenapa begini terus ya? ada solusi? https://t.co/wn6GdkuyuJ,netral
Sat Jan 29 09:14:13 +0000 2022,SamaLilia,@jeniushelp Sudah &gt;:( msh gabisa gmn si? https://t.co/ABHHStT5XI,netral
Sat Jan 29 09:10:41 +0000 2022,SamaLilia,@jeniushelp Ngga pernah stuck disini drtd https://t.co/plXe89ZLA5,netral
Fri Jan 14 17:54:28 +0000 2022,Berisikamat,@jeniushelp Itu min https://t.co/9cA4nbjR9s,netral
Fri Jan 07 02:59:22 +0000 2022,candyyypup,@JeniusConnect @jeniushelp halo kak saya ingin menghubungkan akun jenius saya ke paypal. Tapi di tolak. Bisa bantu cek kah? Thx. https://t.co/HIsRDLj0Bp,netral
Tue Jan 11 06:12:25 +0000 2022,candyyypup,@jeniushelp Halo min sudah saya coba lagi tapi tetap tdk bisa sudah aktif lebih dr 2 hari. Mohon di bantu @JeniusConnect @jeniushelp https://t.co/DyFtY0ceTJ,netral
Fri Jan 28 02:24:01 +0000 2022,bubbleguahsgwh,Min cek dm @jeniushelp,netral
Thu Jan 13 08:31:50 +0000 2022,itsrandick,@jeniushelp dari app emang gabisa? aku udh gapake apple id lama. ga bs dissconnect payment nya lg,netral
Fri Jan 28 13:13:08 +0000 2022,bayu_hsaputro,@jeniushelp apakah aplikasi jenius sedang down? Karena saya coba login dg masukan pin selalu gagal koneksi sempat terputus silahkan login lagi . Padahal jaringan internet saya aman2 saja.,netral
Tue Jan 25 03:21:54 +0000 2022,mhrkev,@jeniushelp Mahal banget itu min apalagi bank digital.,negatif
Thu Jan 27 16:08:51 +0000 2022,AryaHye,Terima kasih jenius promo nonton 5000 nya. Sering seringin lagi ya @jeniushelp,positif
Tue Jan 25 03:11:44 +0000 2022,mhrkev,@jeniushelp Dengan bayar Rp 10.000 itu nggak gratis buat Transfer antar bank dan tarik tunai di ATM bersama ?,netral
Wed Jan 05 11:08:34 +0000 2022,Jonochun,@JeniusConnect @jeniushelp pas abis masukin pin kok keluar error yah?? https://t.co/P860WTy2SS,netral
Sun Jan 02 04:06:11 +0000 2022,urbbykhlss,Ini mulu jawabannya. Padahal udah dibilang nomor teleponnya pas saya telpon DI REJECT. masiiiihh jg ngotot. Apa perlu di ss panggilan saya udah berapa kali ke mereka??? @jeniushelp @JeniusConnect jenius help cs nya ga ngebantu sama sekali. Thanks. https://t.co/KgsuUfkteT,negatif
Thu Jan 06 11:19:13 +0000 2022,aby_surmadi,Pantauan minggu terakhir promo JENIUS @JeniusConnect @jeniushelp @txtanakbioskop @bicaraboxoffice @cinema21 ayoooo ayoooo manfaatkan sebaik- baiknya... https://t.co/YWfLGZ051d,positif
Mon Jan 03 09:49:05 +0000 2022,Junidaputra,@jeniushelp Masalahnya kemudian di aplikasipun diminta gini min...kan bingung saya pas g apal nomer2 yg ada di kartu.. https://t.co/A3EB0vHVvh,netral
Thu Jan 06 06:00:07 +0000 2022,yuriramadhan,@jeniushelp siang min. Maaf mau tanya jenius saya kenapa gabisa ditransfer ya? Padahal di aplikasi gaada notif apa apa. Cuman pas mau transfer dr bank lain tulisannya rekening tidak terdaftar. https://t.co/Onb4EvYFPX,netral
Thu Jan 06 00:31:33 +0000 2022,iffatf,@jeniushelp Halo min boleh di info booth Jenius di Bogor dmn ya?,netral
Wed Jan 05 11:18:34 +0000 2022,Jonochun,@jeniushelp jadi harus ke kantor cabang bank btpn buat Unlink device yah???,netral
Wed Jan 05 11:12:29 +0000 2022,Jonochun,@jeniushelp iya min sebelom y uninstall aplikasi y karena dulu gagal pas mw masuk ini mw coba lg tetep sama error seperti itu,netral
Thu Jan 06 06:03:04 +0000 2022,SultonAhmadL,Transfer uang menggunakan Jenius saldo sudah terdebit tp tak kunjung sampai ke rekening tujuan. Transfer tgl 5 Jan 2022 pukul 08:21 WIB. Setelah melapor diminta tunggu 24 jam. Berlalu 24 jam diminta tunggu 24jam lg. @JeniusConnect @jeniushelp @ojkindonesia https://t.co/DqhYNn8LUo,negatif
Tue Jan 04 06:29:42 +0000 2022,whybdn,Ngehubungi CS @jeniushelp lewat in app chat is a pain in the butt. Mbalesnya lama ditinggal bentar langsung DC ,negatif
Wed Jan 05 02:54:35 +0000 2022,GungdeSadhaka,@jeniushelp min kuota promo XXI deluxe 5k masih ada gak ya? Mau nonton nih,netral
Thu Jan 06 13:18:13 +0000 2022,grizealynn,Malam @jeniushelp Min promo everyey januari sudah update belum ya?,netral
Wed Jan 05 02:55:20 +0000 2022,GungdeSadhaka,@JENIUSCS02 @jeniushelp Maaf ferguso saya tidak akan tertipu,netral
Sun Jan 02 04:02:14 +0000 2022,mhrkev,@jeniushelp Untuk di Jember nggak ada ?,netral
Mon Jan 03 15:20:34 +0000 2022,fxckinglanaa,@jeniushelp kalo begitu service point di surabaya ada dmn ya,netral
Sun Jan 02 02:57:59 +0000 2022,mhrkev,@jeniushelp Reset pin di aplikasi jenius,netral
Wed Jan 05 04:48:55 +0000 2022,GlobalRebahan,@efsyGO2Aj5iTVQR @vontGiv @Stakof @SoundOfYogi @kisbet_ @BankBCA @HaloBCA @mandiricare @jeniushelp 1 keluar,netral
Sun Jan 02 03:19:29 +0000 2022,mhrkev,@jeniushelp Nggak bisa di kantor cabang bank PTPN ?,netral
Mon Jan 03 15:24:04 +0000 2022,fxckinglanaa,@jeniushelp okay kalo ngurus mbanking disana bisa ya? gada biaya kan?,netral
Sat Jan 01 12:43:52 +0000 2022,alyaxabila,@jeniushelp Iyaa habis ganti perangkat..,netral
